arm,ab_var,ucb_var,eps_var,ucb_inf_var,mix_prop_var
6.0,0.15714831273635851,0.0,0.18174155246368623,0.0379966861927824,0.0745640396510275
7.0,3.09208066521912,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.405581826182278,4.1849999103835485,3.638011406460697,2.7493665215206224,6.091789274149281
9.0,3.7186789732087537,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.7070428670706375,0.2467698336349403,1.708456037342875,1.6950359298264899,0.002332755314635204
1.0,0.2333589531195078,0.22967341037059902,0.21956650461358396,0.24180879480050865,0.23043168034831452
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.6369200421431715,4.345285616822293,3.9023253675082272,1.2318947355321874,3.937418140146555
5.0,2.7071743869412086,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15714831273635851,0.0,0.18174155246368623,0.0379966861927824,0.0745640396510275
7.0,3.09208066521912,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.405581826182278,4.1849999103835485,3.638011406460697,2.7493665215206224,6.091789274149281
9.0,3.7186789732087537,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.7070428670706375,0.2467698336349403,1.708456037342875,1.6950359298264899,0.002332755314635204
1.0,0.2333589531195078,0.22949929924110096,0.2194077875741909,0.24168648041290708,0.23026098899186426
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,3.9023253675082272,1.2318947355321874,3.937418140146555
5.0,2.7071743869412086,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15714831273635851,0.0,0.18174155246368623,0.0379966861927824,0.0745640396510275
7.0,3.09208066521912,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.405581826182278,4.1849999103835485,3.638011406460697,2.7493665215206224,6.091789274149281
9.0,3.7186789732087537,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.7070428670706375,0.2467698336349403,1.708456037342875,1.6950359298264899,0.002332755314635204
1.0,0.2333589531195078,0.229488796854772,0.2194077875741909,0.24151018202926056,0.23026098899186426
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15714831273635851,0.0,0.18174155246368623,0.0379966861927824,0.0745640396510275
7.0,3.09208066521912,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.405581826182278,4.1849999103835485,3.638011406460697,2.7493665215206224,5.934878303003667
9.0,3.7186789732087537,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.7070428670706375,0.2467698336349403,1.708456037342875,1.6950359298264899,0.002332755314635204
1.0,0.2333589531195078,0.22941680525148686,0.2196153223363662,0.24157146963214038,0.2303941023014855
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.18174155246368623,0.0379966861927824,0.0745640396510275
7.0,3.09208066521912,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.405581826182278,4.1849999103835485,3.638011406460697,2.7493665215206224,5.934878303003667
9.0,3.7186789732087537,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.7070428670706375,0.2467698336349403,1.708456037342875,1.689495799865863,0.002332755314635204
1.0,0.2333589531195078,0.2294205106937509,0.2196153223363662,0.24157146963214038,0.23090167985499666
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.1823307541398036,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.405581826182278,4.1849999103835485,3.638011406460697,2.7493665215206224,5.934878303003667
9.0,3.7186789732087537,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.7070428670706375,0.2467698336349403,1.708456037342875,1.689495799865863,0.002332755314635204
1.0,0.2333589531195078,0.22925886207869775,0.21941675511356673,0.24142526113165463,0.23173603382826036
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.1823307541398036,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.638011406460697,2.7493665215206224,5.934878303003667
9.0,3.7186789732087537,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.7070428670706375,0.2467698336349403,1.708456037342875,1.689495799865863,0.002332755314635204
1.0,0.2333589531195078,0.22912956951732288,0.21921363220688095,0.24127095784346064,0.23158248002141768
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.1823307541398036,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.638011406460697,2.7493665215206224,5.934878303003667
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.689495799865863,0.002332755314635204
1.0,0.2333589531195078,0.22910292502724597,0.21921363220688095,0.24113972341235032,0.23158248002141768
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.638011406460697,2.7493665215206224,5.347828973758894
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.689495799865863,0.002332755314635204
1.0,0.2326560131561045,0.2289470785433025,0.21900830603910637,0.24101490250689483,0.23158248002141768
2.0,1.7229272300207013,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.638011406460697,2.7493665215206224,4.940081707961501
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.6853566731945069,0.002332755314635204
1.0,0.2326560131561045,0.22918315807544742,0.21900830603910637,0.24101490250689483,0.23180987244365103
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.036248600430678,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.6853566731945069,0.002332755314635204
1.0,0.2326560131561045,0.22921379999587368,0.21897782364944307,0.24102986354407957,0.23170917609379824
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.615037600571777,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.6853566731945069,0.002332755314635204
1.0,0.2326560131561045,0.2295798356743529,0.21898703333673264,0.2412372002760193,0.2315994537046724
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.7539653701564473,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.2326560131561045,0.22977135451116482,0.2188010705524958,0.2412372002760193,0.2315567980844696
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15601430293855031,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.2326560131561045,0.22986958076220615,0.21952074381789496,0.24119823549259542,0.23135815524867226
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.084281780383972,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.2326560131561045,0.22992914363537306,0.2193949901718141,0.2413105252492866,0.2311491644877382
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.402090351690481,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.2326560131561045,0.22976685382549333,0.21921022764687437,0.24112269635844766,0.23098393826178715
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7521502967989715,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.721866113216442,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.2326560131561045,0.22960321370029088,0.21907116501797902,0.24102204827703183,0.23090610081728724
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.2326560131561045,0.2294716060463555,0.21897722053135266,0.24096561639433786,0.2307037035984088
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.23111819973499387,0.2293961939687228,0.2192727189574299,0.24075927771357908,0.23060425973761337
2.0,1.7272826968510622,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.23111819973499387,0.22924166398015014,0.21911018877239763,0.2412603777755959,0.23140757022443806
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.007303119431428,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.23111819973499387,0.22907024273293292,0.21905222649463227,0.24104070519799178,0.2312056070065089
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.5947025922197415,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.23111819973499387,0.22913050738902577,0.21885137116688497,0.24084245393339931,0.2310475825282417
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8129013611187315,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.6866268788149117,0.002332755314635204
1.0,0.23111819973499387,0.22904237896392152,0.21918229832249222,0.2415706525139664,0.23088951130621943
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8060739376929082,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15500127800664096,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.680369566628226,0.002332755314635204
1.0,0.23111819973499387,0.2289037325756923,0.2190616795737962,0.2415706525139664,0.23129582457048514
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.149023853298939,1.2318947355321874,3.937418140146555
5.0,2.8060739376929082,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15614939118539434,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0861930061951663,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.680369566628226,0.002332755314635204
1.0,0.23111819973499387,0.22922094502027998,0.2190616795737962,0.241353462052746,0.23109633007215685
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.161564597627123,1.2318947355321874,3.937418140146555
5.0,2.8060739376929082,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15614939118539434,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0772520874229765,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.536872653789256,4.1849999103835485,3.8561190413378967,2.7493665215206224,4.940081707961501
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.680369566628226,0.002332755314635204
1.0,0.23111819973499387,0.22907246977060966,0.2191710552350055,0.24143589094757936,0.23109633007215685
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.161564597627123,1.2318947355321874,3.937418140146555
5.0,2.8060739376929082,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15614939118539434,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0772520874229765,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.5400895335352836,4.1849999103835485,3.8561190413378967,2.7493665215206224,5.300051885134174
9.0,3.7348595327525924,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8456910554187105,0.2467698336349403,1.708456037342875,1.680369566628226,0.002332755314635204
1.0,0.23111819973499387,0.22890542403694883,0.2189692443478634,0.2412236044810627,0.23113328936127597
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.161564597627123,1.2318947355321874,3.937418140146555
5.0,2.8060739376929082,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15614939118539434,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0772520874229765,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.5400895335352836,4.1849999103835485,3.8561190413378967,2.7493665215206224,5.300051885134174
9.0,3.7156867211186544,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8346859442106978,0.2467698336349403,1.6652497979646297,1.680369566628226,0.002332755314635204
1.0,0.23111819973499387,0.2293021652419662,0.2189692443478634,0.24175325953423962,0.23095140869363626
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.161564597627123,1.2318947355321874,3.937418140146555
5.0,2.8060739376929082,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15614939118539434,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0772520874229765,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.5400895335352836,4.1849999103835485,3.8561190413378967,2.7493665215206224,5.300051885134174
9.0,3.7156867211186544,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8346859442106978,0.2467698336349403,1.6652497979646297,1.680369566628226,0.002332755314635204
1.0,0.23612285041247008,0.23007830319965264,0.2189692443478634,0.24154888031118113,0.23080905589906112
2.0,1.716645151203992,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.096526120015644,1.2318947355321874,3.937418140146555
5.0,2.8060739376929082,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15614939118539434,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0772520874229765,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
8.0,4.5400895335352836,4.1849999103835485,3.8561190413378967,2.7493665215206224,5.300051885134174
9.0,3.7156867211186544,0.4271946630566836,3.3383286033856314,1.9864821765572027,3.247979624940366
0.0,1.8346859442106978,0.2467698336349403,1.6652497979646297,1.680369566628226,0.002332755314635204
1.0,0.23612285041247008,0.22991375424360844,0.2190387010951337,0.24146554403283585,0.23080905589906112
2.0,1.7056990231335127,1.3309758055385121,1.26232078684055,0.03539224921488672,1.5230380861523019
3.0,4.021875949695166,0.0,7.1890553717874015,3.20581379695779,3.557570695141161
4.0,3.569411417474473,4.345285616822293,4.096526120015644,1.2318947355321874,3.8760004289307703
5.0,2.8060739376929082,3.621303052109475,1.6726408099421968,2.973590465722371,1.615652960094694
6.0,0.15614939118539434,0.0,0.18109121127189007,0.0379966861927824,0.0745640396510275
7.0,3.0772520874229765,0.05788305668646874,4.446056045163031,1.313195989400106,3.5823682640927235
